Degree;Field;Study_program;University;City
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Environmental and Resource Management (BSc);Brandenburg University of Technology Cottbus-Senftenberg;Cottbus
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Food Technology;Fulda University of Applied Sciences;Fulda
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Bachelor of Science in International Wine Business;Hochschule Geisenheim University;Geisenheim
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Ecosystem Sciences (BSc);University of Goettingen;Goettingen
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Environment and Energy, BSc;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Sustainable Agriculture BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Agribusiness BA;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Agriculture, Forestry and Nutritional Sciences;Global Environmental and Sustainability Studies (BSc);Leuphana University Lueneburg;Lueneburg
Bachelor Degree;Art, Art Theory;African Verbal and Visual Arts: Languages, Literatures, Media and Art (BA);University of Bayreuth;Bayreuth
Bachelor Degree;Art, Art Theory;Bachelor of Arts in Animation and Game;Darmstadt University of Applied Sciences;Dieburg
Bachelor Degree;Art, Art Theory;Expanded Realities (BA);Darmstadt University of Applied Sciences;Dieburg
Bachelor Degree;Art, Art Theory;BA European Cultures and Society (EUCS);Europa-Universitaet Flensburg;Flensburg
Bachelor Degree;Art, Art Theory;Information and Communication Design, BA;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Bachelor Degree;Art, Art Theory;Digital Games (Bachelor of Arts);TH Koeln (University of Applied Sciences);Koeln
Bachelor Degree;Art, Art Theory;Digital Media (BA);Leuphana University Lueneburg;Lueneburg
Bachelor Degree;Engineering;Environmental and Resource Management (BSc);Brandenburg University of Technology Cottbus-Senftenberg;Cottbus
Bachelor Degree;Engineering;Expanded Realities (BA);Darmstadt University of Applied Sciences;Dieburg
Bachelor Degree;Engineering;Sustainable Industrial Operations and Business;Landshut University of Applied Sciences;Dingolfing
Bachelor Degree;Engineering;Clean Energy Processes;FAU Erlangen-Nuernberg;Erlangen
Bachelor Degree;Engineering;BSc Autonomy Technologies;FAU Erlangen-Nuernberg;Erlangen
Bachelor Degree;Engineering;Food Technology;Fulda University of Applied Sciences;Fulda
Bachelor Degree;Engineering;Engineering Science;Hamburg University of Technology;Hamburg
Bachelor Degree;Engineering;BSc Information Engineering;Hamburg University of Applied Sciences;Hamburg
Bachelor Degree;Engineering;Electronic Engineering;Hamm-Lippstadt University of Applied Sciences;Hamm
Bachelor Degree;Engineering;Bachelor's in Management & Technology (BSc) – Heilbronn;Technical University Munich;Heilbronn
Bachelor Degree;Engineering;Information Engineering;Technical University Munich;Heilbronn
Bachelor Degree;Engineering;Sustainable Business and Technology;Trier University of Applied Sciences;Hoppstaedten-Weiersbach
Bachelor Degree;Engineering;Engineering and Management;Technische Hochschule Ingolstadt;Ingolstadt
Bachelor Degree;Engineering;Autonomous Vehicle Engineering;Technische Hochschule Ingolstadt;Ingolstadt
Bachelor Degree;Engineering;Energy Systems and Renewable Energies;Technische Hochschule Ingolstadt;Ingolstadt
Bachelor Degree;Engineering;Mobility and Logistics, BSc;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Bachelor Degree;Engineering;Environment and Energy, BSc;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Bachelor Degree;Engineering;Infotronic Systems Engineering, BSc;Rhine-Waal University of Applied Sciences;Kamp-Lintfort
Bachelor Degree;Engineering;Biomaterials Science, BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Engineering;Mechanical Engineering, BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Engineering;Mechatronic Systems Engineering, BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Engineering;Electrical and Electronics Engineering, BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Engineering;Industrial Engineering, BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Engineering;Bioengineering BSc;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Engineering;Sustainable Resources, Engineering and Management (StREaM);Magdeburg-Stendal University of Applied Sciences;Magdeburg
Bachelor Degree;Engineering;Engineering and Management;Martin Luther University Halle-Wittenberg;Merseburg / Saale
Bachelor Degree;Engineering;Textile and Clothing Management, Bachelor of Science;Hochschule Niederrhein - University of Applied Sciences;Moenchengladbach
Bachelor Degree;Engineering;Bachelor's Degree in Aerospace;Technical University Munich;Muenchen
Bachelor Degree;Engineering;Sustainable Civil Engineering;Technische Hochschule Ingolstadt;Neuburg an der Donau
Bachelor Degree;Engineering;Bachelor of Engineering in Engineering Physics;Carl von Ossietzky University of Oldenburg;Oldenburg
Bachelor Degree;Engineering;BEng Industrial Engineering;Deggendorf Institute of Technology;Pfarrkirchen
Bachelor Degree;Engineering;BEng Energy Systems Engineering;Deggendorf Institute of Technology;Pfarrkirchen
Bachelor Degree;Engineering;BEng Building Products and Processes;Deggendorf Institute of Technology;Pfarrkirchen
Bachelor Degree;Engineering;BEng in Logistics;Technical University of Applied Sciences Wuerzburg-Schweinfurt (THWS);Schweinfurt
Bachelor Degree;Engineering;BEng in Business and Engineering;Technical University of Applied Sciences Wuerzburg-Schweinfurt (THWS);Schweinfurt
Bachelor Degree;Engineering;BEng in Mechatronics;Technical University of Applied Sciences Wuerzburg-Schweinfurt (THWS);Schweinfurt
Bachelor Degree;Engineering;BEng in Robotics;Technical University of Applied Sciences Wuerzburg-Schweinfurt (THWS);Schweinfurt
Bachelor Degree;Engineering;Green Engineering and Sustainable Management;Westsaechsische Hochschule Zwickau - University of Applied Sciences Zwickau;Zwickau
Bachelor Degree;Languages and Cultural Studies;African Verbal and Visual Arts: Languages, Literatures, Media and Art (BA);University of Bayreuth;Bayreuth
Bachelor Degree;Languages and Cultural Studies;Bachelor of Arts in North American Studies;Freie Universitaet Berlin;Berlin
Bachelor Degree;Languages and Cultural Studies;BA European Cultures and Society (EUCS);Europa-Universitaet Flensburg;Flensburg
Bachelor Degree;Languages and Cultural Studies;Gender and Diversity, BA;Rhine-Waal University of Applied Sciences;Kleve
Bachelor Degree;Languages and Cultural Studies;Digital Media (BA);Leuphana University Lueneburg;Lueneburg
Bachelor Degree;Languages and Cultural Studies;Studium Individuale (Bachelor's);Leuphana University Lueneburg;Lueneburg
Bachelor Degree;Languages and Cultural Studies;Psychology (BSc);Leuphana University Lueneburg;Lueneburg
Bachelor Degree;Languages and Cultural Studies;Bachelor of Arts in English Literature and Culture;Johannes Gutenberg University Mainz;Mainz
Bachelor Degree;Languages and Cultural Studies;English and American Studies;University of Tuebingen;Tuebingen
Bachelor Degree;Languages and Cultural Studies;Digital Technology and Management BSc, full-time;Ostbayerische Technische Hochschule Amberg-Weiden (OTH);Weiden in der Oberpfalz
Bachelor Degree;Law, Economics and Social Sciences;Global Business and Economics (Bachelor of Science);FH Aachen University of Applied Sciences;Aachen
Bachelor Degree;Law, Economics and Social Sciences;International Business Management;Hochschule fuer Wirtschaft und Recht Berlin;Berlin
Bachelor Degree;Law, Economics and Social Sciences;Bachelor's in International Business (BIB);HTW Berlin University of Applied Sciences;Berlin
Bachelor Degree;Law, Economics and Social Sciences;Bachelor of Arts in North American Studies;Freie Universitaet Berlin;Berlin
